Chargingevent,CPID,Connector,StartDate,StartTime,EndDate,EndTime,StartDate_num,StartTime_num,EndDate_num,EndTime_num,duration,TotalkWh,Cost,Site,Group,Model,Model1
4260887,50236,1,3/5/2018,12:05:00 PM,3/5/2018,12:28:00 PM,43164.00,12.08,43164.00,12.47,23.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260871,50339,2,3/5/2018,11:59:00 AM,3/5/2018,12:16:59 PM,43164.00,11.98,43164.00,12.28,18.00,6,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260865,50271,1,3/5/2018,11:55:59 AM,3/5/2018,1:13:00 PM,43164.00,11.93,43164.00,13.22,77.00,7,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260837,50240,1,3/5/2018,11:44:59 AM,3/5/2018,2:07:00 PM,43164.00,11.75,43164.00,14.12,142.00,8,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260822,50349,2,3/5/2018,11:39:59 AM,3/5/2018,12:10:00 PM,43164.00,11.67,43164.00,12.17,30.00,15,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4260815,50692,2,3/5/2018,11:38:00 AM,3/5/2018,12:08:59 PM,43164.00,11.63,43164.00,12.15,31.00,20,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260813,50264,1,3/5/2018,11:36:00 AM,3/5/2018,12:02:59 PM,43164.00,11.60,43164.00,12.05,27.00,1,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260796,51201,2,3/5/2018,11:27:00 AM,3/5/2018,2:04:00 PM,43164.00,11.45,43164.00,14.07,157.00,5,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260791,50316,1,3/5/2018,11:23:59 AM,3/5/2018,12:08:59 PM,43164.00,11.40,43164.00,12.15,45.00,2,0,"Balunie Drive, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260785,50338,2,3/5/2018,11:22:59 AM,3/5/2018,11:44:59 AM,43164.00,11.38,43164.00,11.75,22.00,11,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260781,51356,2,3/5/2018,11:20:00 AM,3/5/2018,11:41:00 AM,43164.00,11.33,43164.00,11.68,21.00,2,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260762,50911,2,3/5/2018,11:12:00 AM,3/5/2018,11:27:00 AM,43164.00,11.20,43164.00,11.45,15.00,5,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260726,50692,2,3/5/2018,10:58:00 AM,3/5/2018,11:36:59 AM,43164.00,10.97,43164.00,11.62,39.00,13,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260703,50911,2,3/5/2018,10:50:00 AM,3/5/2018,11:10:59 AM,43164.00,10.83,43164.00,11.18,21.00,7,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260699,50692,1,3/5/2018,10:46:59 AM,3/5/2018,11:09:59 AM,43164.00,10.78,43164.00,11.17,23.00,6,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260697,50338,2,3/5/2018,10:46:59 AM,3/5/2018,11:19:00 AM,43164.00,10.78,43164.00,11.32,32.00,10,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260669,50269,1,3/5/2018,10:35:59 AM,3/5/2018,11:19:00 AM,43164.00,10.60,43164.00,11.32,43.00,3,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260638,51200,2,3/5/2018,10:22:00 AM,3/5/2018,1:42:00 PM,43164.00,10.37,43164.00,13.70,200.00,0,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4260637,50692,2,3/5/2018,10:22:00 AM,3/5/2018,10:54:59 AM,43164.00,10.37,43164.00,10.92,33.00,14,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260632,50339,2,3/5/2018,10:21:00 AM,3/5/2018,11:10:59 AM,43164.00,10.35,43164.00,11.18,50.00,16,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260623,51356,2,3/5/2018,10:16:59 AM,3/5/2018,10:58:00 AM,43164.00,10.28,43164.00,10.97,41.00,2,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260609,50911,1,3/5/2018,10:11:59 AM,3/5/2018,10:29:00 AM,43164.00,10.20,43164.00,10.48,17.00,6,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260583,50339,2,3/5/2018,10:01:59 AM,3/5/2018,10:13:00 AM,43164.00,10.03,43164.00,10.22,11.00,3,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260534,50909,1,3/5/2018,9:42:59 AM,3/5/2018,12:21:59 PM,43164.00,9.72,43164.00,12.37,159.00,6,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4260533,50692,2,3/5/2018,9:42:59 AM,3/5/2018,10:03:59 AM,43164.00,9.72,43164.00,10.07,21.00,8,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260504,50630,2,3/5/2018,9:34:00 AM,3/5/2018,12:45:00 PM,43164.00,9.57,43164.00,12.75,191.00,11,0,"University of Dundee, Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4260492,50911,2,3/5/2018,9:29:59 AM,3/5/2018,9:52:00 AM,43164.00,9.50,43164.00,9.87,22.00,12,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260479,50230,2,3/5/2018,9:26:59 AM,3/5/2018,10:09:59 AM,43164.00,9.45,43164.00,10.17,43.00,4,0,"DCC Environment, 34 Harefield Road",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260462,50676,1,3/5/2018,9:23:00 AM,3/5/2018,10:50:00 AM,43164.00,9.38,43164.00,10.83,87.00,4,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260460,50911,2,3/5/2018,9:23:00 AM,3/5/2018,9:29:00 AM,43164.00,9.38,43164.00,9.48,6.00,1,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260434,50910,2,3/5/2018,9:16:59 AM,3/5/2018,1:05:00 PM,43164.00,9.28,43164.00,13.08,228.00,9,0,"Dock Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4260341,50676,2,3/5/2018,8:57:59 AM,3/5/2018,4:46:59 PM,43164.00,8.97,43164.00,16.78,469.00,9,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260271,51087,1,3/5/2018,8:41:59 AM,3/5/2018,12:44:00 PM,43164.00,8.70,43164.00,12.73,242.00,14,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260220,50911,2,3/5/2018,8:30:59 AM,3/5/2018,8:41:00 AM,43164.00,8.52,43164.00,8.68,10.00,4,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260170,50315,2,3/5/2018,8:20:00 AM,3/5/2018,1:21:00 PM,43164.00,8.33,43164.00,13.35,301.00,17,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260143,51088,2,3/5/2018,8:12:59 AM,3/5/2018,12:23:59 PM,43164.00,8.22,43164.00,12.40,251.00,10,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4260134,50692,2,3/5/2018,8:10:59 AM,3/5/2018,8:17:59 AM,43164.00,8.18,43164.00,8.30,7.00,3,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4260119,50349,2,3/5/2018,8:09:00 AM,3/5/2018,8:52:59 AM,43164.00,8.15,43164.00,8.88,44.00,23,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4260115,50339,2,3/5/2018,8:06:00 AM,3/5/2018,8:15:00 AM,43164.00,8.10,43164.00,8.25,9.00,2,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259974,50630,1,3/5/2018,7:30:59 AM,3/5/2018,2:49:59 PM,43164.00,7.52,43164.00,14.83,439.00,3,0,"University of Dundee, Nethergate, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4259962,50338,2,3/5/2018,7:27:59 AM,3/5/2018,7:53:59 AM,43164.00,7.47,43164.00,7.90,26.00,1,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259923,50271,2,3/5/2018,7:16:59 AM,3/5/2018,7:32:59 AM,43164.00,7.28,43164.00,7.55,16.00,1,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4259919,50339,2,3/5/2018,7:14:59 AM,3/5/2018,7:35:00 AM,43164.00,7.25,43164.00,7.58,20.00,4,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259867,50349,2,3/5/2018,6:55:59 AM,3/5/2018,7:16:59 AM,43164.00,6.93,43164.00,7.28,21.00,5,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4259858,51088,1,3/5/2018,6:52:59 AM,3/5/2018,3:40:59 PM,43164.00,6.88,43164.00,15.68,528.00,22,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4259840,50339,2,3/5/2018,6:40:59 AM,3/5/2018,6:50:59 AM,43164.00,6.68,43164.00,6.85,10.00,2,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259818,50911,2,3/5/2018,6:07:00 AM,3/5/2018,6:26:00 AM,43164.00,6.12,43164.00,6.43,19.00,6,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259815,50692,2,3/5/2018,5:55:59 AM,3/5/2018,6:31:00 AM,43164.00,5.93,43164.00,6.52,35.00,11,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259803,50339,2,3/5/2018,5:46:59 AM,3/5/2018,6:15:00 AM,43164.00,5.78,43164.00,6.25,28.00,6,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259814,50692,2,3/5/2018,5:07:59 AM,3/5/2018,5:51:00 AM,43164.00,5.13,43164.00,5.85,43.00,22,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259793,50339,2,3/5/2018,4:58:00 AM,3/5/2018,5:22:00 AM,43164.00,4.97,43164.00,5.37,24.00,7,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259771,50692,2,3/5/2018,1:03:59 AM,3/5/2018,1:42:00 AM,43164.00,1.07,43164.00,1.70,38.00,20,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259755,50911,2,3/5/2018,12:18:00 AM,3/5/2018,12:34:59 AM,43164.00,0.30,43164.00,0.58,17.00,8,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4259749,50349,2,3/5/2018,12:00:00 AM,3/5/2018,12:42:59 AM,43164.00,0.00,43164.00,0.72,43.00,7,0,"Greenmarket Multi Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Dual Rapid Charger,rapid
4264663,50234,1,3/6/2018,4:25:59 PM,3/8/2018,10:19:59 AM,43165.00,16.43,43167.00,10.33,2514.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4263799,51356,1,3/6/2018,12:10:00 PM,3/8/2018,9:40:59 AM,43165.00,12.17,43167.00,9.68,2731.00,13,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265308,50909,1,3/6/2018,11:44:00 PM,3/7/2018,1:53:00 PM,43165.00,23.73,43166.00,13.88,849.00,14,0,"South Tay Street, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 22kW Dual Outlet,fast
4265305,50339,2,3/6/2018,11:33:59 PM,3/7/2018,12:05:59 AM,43165.00,23.57,43166.00,0.10,32.00,10,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4265303,51085,2,3/6/2018,11:28:00 PM,3/7/2018,3:07:59 PM,43165.00,23.47,43166.00,15.13,940.00,11,0,"Sinclair Street, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265279,50373,2,3/6/2018,9:50:00 PM,3/7/2018,7:19:00 AM,43165.00,21.83,43166.00,7.32,569.00,8,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265271,50373,1,3/6/2018,9:39:59 PM,3/7/2018,4:05:00 PM,43165.00,21.67,43166.00,16.08,1105.00,5,0,"Janet Brougham House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265266,50841,1,3/6/2018,9:34:59 PM,3/7/2018,8:07:00 AM,43165.00,21.58,43166.00,8.12,632.00,14,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265262,50266,2,3/6/2018,9:26:00 PM,3/7/2018,3:55:00 PM,43165.00,21.43,43166.00,15.92,1109.00,6,0,"Menziehill House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265261,50842,1,3/6/2018,9:26:00 PM,3/7/2018,9:39:59 AM,43165.00,21.43,43166.00,9.67,734.00,15,0,"Earn Cresent, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4265195,50841,2,3/6/2018,8:10:59 PM,3/7/2018,7:34:00 AM,43165.00,20.18,43166.00,7.57,683.00,4,0,"Brington Place Sheltered Housing, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264834,51202,2,3/6/2018,5:36:00 PM,3/7/2018,9:10:00 AM,43165.00,17.60,43166.00,9.17,934.00,9,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264769,50269,1,3/6/2018,5:06:00 PM,3/7/2018,7:43:59 AM,43165.00,17.10,43166.00,7.73,878.00,19,0,"Housing Office East, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264699,50264,2,3/6/2018,4:42:00 PM,3/7/2018,10:59:59 AM,43165.00,16.70,43166.00,11.00,1098.00,11,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264690,50263,1,3/6/2018,4:37:00 PM,3/7/2018,8:46:00 AM,43165.00,16.62,43166.00,8.77,969.00,3,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264664,50240,1,3/6/2018,4:25:59 PM,3/7/2018,2:06:00 PM,43165.00,16.43,43166.00,14.10,1300.00,12,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264658,51201,2,3/6/2018,4:22:59 PM,3/7/2018,10:09:59 AM,43165.00,16.38,43166.00,10.17,1067.00,6,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264643,50271,2,3/6/2018,4:19:00 PM,3/7/2018,8:09:59 AM,43165.00,16.32,43166.00,8.17,951.00,14,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264618,50268,2,3/6/2018,4:09:59 PM,3/7/2018,10:08:59 AM,43165.00,16.17,43166.00,10.15,1079.00,8,0,"Housing Office West, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264605,50240,2,3/6/2018,4:06:59 PM,3/7/2018,7:59:59 AM,43165.00,16.12,43166.00,8.00,953.00,13,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264531,51087,2,3/6/2018,3:44:00 PM,3/7/2018,9:10:00 AM,43165.00,15.73,43166.00,9.17,1046.00,14,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264509,50264,1,3/6/2018,3:37:00 PM,3/7/2018,11:35:00 AM,43165.00,15.62,43166.00,11.58,1198.00,7,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264457,51202,1,3/6/2018,3:16:59 PM,3/7/2018,8:47:59 AM,43165.00,15.28,43166.00,8.80,1051.00,0,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264451,50230,1,3/6/2018,3:13:00 PM,3/7/2018,7:34:00 AM,43165.00,15.22,43166.00,7.57,981.00,14,0,"DCC Environment, 34 Harefield Road",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264421,51200,1,3/6/2018,3:02:00 PM,3/7/2018,9:50:59 AM,43165.00,15.03,43166.00,9.85,1129.00,11,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264416,50267,1,3/6/2018,3:00:00 PM,3/7/2018,1:30:59 PM,43165.00,15.00,43166.00,13.52,1351.00,5,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264396,51356,2,3/6/2018,2:52:59 PM,3/7/2018,8:17:00 AM,43165.00,14.88,43166.00,8.28,1044.00,0,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264393,51201,1,3/6/2018,2:52:00 PM,3/7/2018,9:50:59 AM,43165.00,14.87,43166.00,9.85,1139.00,0,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264369,51200,2,3/6/2018,2:41:59 PM,3/7/2018,9:08:59 AM,43165.00,14.70,43166.00,9.15,1107.00,9,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264351,50270,2,3/6/2018,2:38:00 PM,3/7/2018,7:05:00 AM,43165.00,14.63,43166.00,7.08,987.00,11,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264346,50270,1,3/6/2018,2:36:00 PM,3/7/2018,7:03:59 AM,43165.00,14.60,43166.00,7.07,988.00,16,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264322,51199,2,3/6/2018,2:25:59 PM,3/7/2018,10:03:00 AM,43165.00,14.43,43166.00,10.05,1177.00,6,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264310,50523,1,3/6/2018,2:22:59 PM,3/7/2018,9:15:59 AM,43165.00,14.38,43166.00,9.27,1133.00,8,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264299,51088,1,3/6/2018,2:19:00 PM,3/7/2018,6:05:59 AM,43165.00,14.32,43166.00,6.10,947.00,29,0,"Gellatly Street Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264266,50522,1,3/6/2018,2:10:59 PM,3/7/2018,10:45:00 AM,43165.00,14.18,43166.00,10.75,1234.00,8,0,"Marchbanks, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4264260,51199,1,3/6/2018,2:09:59 PM,3/7/2018,10:11:00 AM,43165.00,14.17,43166.00,10.18,1201.00,9,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4264052,50267,2,3/6/2018,1:13:00 PM,3/7/2018,7:25:59 AM,43165.00,13.22,43166.00,7.43,1093.00,0,0,"Social Work Building, Jack Martin Way, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4263907,50263,2,3/6/2018,12:45:00 PM,3/7/2018,1:01:59 PM,43165.00,12.75,43166.00,13.03,1457.00,7,0,"Whitfield Centre, Dundee",CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
7151031,50677,2,3/6/2018,12:29:00 PM,3/7/2018,10:27:00 AM,43165.00,12.48,43166.00,10.45,1318.00,5,0,"Olympia Multi-Storey Car Park, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4263736,51198,2,3/6/2018,11:49:59 AM,3/7/2018,4:08:59 PM,43165.00,11.83,43166.00,16.15,1699.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4263726,50236,1,3/6/2018,11:46:59 AM,3/7/2018,9:13:59 AM,43165.00,11.78,43166.00,9.23,1287.00,0,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Dual Outlet,Slow
4263705,51198,1,3/6/2018,11:41:59 AM,3/7/2018,4:08:59 PM,43165.00,11.70,43166.00,16.15,1707.00,2,0,"Dundee House, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT 7kW Single Outlet,Slow
4265301,50339,2,3/6/2018,11:20:59 PM,3/6/2018,11:31:59 PM,43165.00,23.35,43165.00,23.53,11.00,4,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4265299,50911,2,3/6/2018,11:09:59 PM,3/6/2018,11:54:59 PM,43165.00,23.17,43165.00,23.92,45.00,8,0,"Queen Street Car Park, Broughty Ferry, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4265291,50339,2,3/6/2018,10:24:59 PM,3/6/2018,10:51:00 PM,43165.00,22.42,43165.00,22.85,26.00,9,0,"Public Works Dept, Clepington Rd. Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
4265283,50692,2,3/6/2018,10:03:59 PM,3/6/2018,10:37:59 PM,43165.00,22.07,43165.00,22.63,34.00,19,0,"Dundee Ice Arena, Dundee",APT Controls; CYC; ChargePlace Scotland; Dundee City Council,APT Triple Rapid Charger,rapid
